a_doc_id,a_start,a_end,a_text,a_url,a_title,a_categories,b_doc_id,b_start,b_end,b_text,b_url,b_title,b_categories
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",11578,986,1004,"But he also said that if Lula doesn't succedd explaining the scandals, he will require the President's impeachment.",https://en.wikinews.org/wiki?curid=11578,Lula's future in the hands of Brazilian Parliament,"Brazil,South America,Politics and conflicts,Luiz Inácio Lula da Silva,Amazon rainforest"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",110740,82,106,"The Palestinians entered Israel at the checkpoints near Nahal Oz and Erez, kibbutzes near the border of the northern section of the Gaza Strip.",https://en.wikinews.org/wiki?curid=110740,188 Fatah supporters permitted to enter Israel,"Gaza Strip,Middle East,Israel,Politics and conflicts,Palestinian National Authority,Ramallah,West Bank,Hamas,Fatah"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",72062,184,202,"Upon his arrival, he informed reporters that Israel would be a genuine partner of the new Palestinian government.",https://en.wikinews.org/wiki?curid=72062,"EU, US and Israel to resume aid to and lift financial sanctions against Palestine","Israel,Palestine,United States,Europe,Politics and conflicts,Middle East,Hamas,Iain Macdonald (Wikinewsie),Palestinian National Authority,North America"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",9796,65,75,Abbas also proposed the creation of an Arab-South American bank.,https://en.wikinews.org/wiki?curid=9796,Critics against USA and Israel in Summit of South American-Arab Countries in Brazil,"Politics and conflicts,Brazil,South America,published,United States,Israel,Luiz Inácio Lula da Silva,Palestine,North America,Middle East,Mahmoud Abbas,Algeria,Abdelaziz Bouteflika,Africa,Venezuela,Hugo Chávez,Argentina,United Kingdom,Europe,Falkland Islands,Brasília,Cooperation Council for the Arab States of the Gulf"
741,0,16,Acting president Rawhi Fattuh has announced today that Palestinian elections will be held on January 9.,https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",43913,240,258,The agreement between Hamas and Fatah on the yet-to-be-revealed document is still in place and looks fairly stable.,https://en.wikinews.org/wiki?curid=43913,Hamas strikes deal with Fatah,"Israel,Middle East,Politics and conflicts,Palestine,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah"
736,38,49,Lunch was a traditional Brazilian barbecue with different kinds of meat.,https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",4515,43,60,"Earlier this year, the missionary received an Honorary Citizenship of the State from the state of Para.",https://en.wikinews.org/wiki?curid=4515,American nun murdered in Brazil,"Brazil,Crime and law,South America,United States,Luiz Inácio Lula da Silva,Roman Catholic Church,Christianity,Religion,Amazon rainforest"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",86153,0,14,"Bush reads the joint statement, flanked by Ehud Olmert (left) and Mahmoud Abbas (right).",https://en.wikinews.org/wiki?curid=86153,"Statement of ""joint understanding"" released after Annapolis Conference","World,Middle East,Israel,Palestine,United States,Politics and conflicts,Mahmoud Abbas,George W. Bush,Ehud Olmert,Condoleezza Rice,Hamas,West Bank,Hebron"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",43913,157,181,"Another important aspect of these events is that Hamas appears to have broken the silence between them and Fatah, the other major Palestinian party.",https://en.wikinews.org/wiki?curid=43913,Hamas strikes deal with Fatah,"Israel,Middle East,Politics and conflicts,Palestine,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",104053,182,193,U.S. and Israeli officials have both expressed disapproval of Carter's visit.,https://en.wikinews.org/wiki?curid=104053,Former US president Carter meets with former deputy-PM for Hamas,"Middle East,Israel,Palestine,Gaza Strip,Syria,North America,United States,Politics and conflicts,Hamas,Mahmoud Abbas,Jimmy Carter,Ehud Olmert,Palestinian National Authority,Ramallah,West Bank,Fatah"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",10195,74,85,The group gathered garbage and burnt with it an American flag.,https://en.wikinews.org/wiki?curid=10195,Landless Workers Movement marches to Brasilia in protest,"Brazil,South America,Politics and conflicts,Luiz Inácio Lula da Silva,Brasília"
741,0,16,Acting president Rawhi Fattuh has announced today that Palestinian elections will be held on January 9.,https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",86153,28,44,"Bush read a statement of joint understanding by Prime Minister Ehud Olmert, and President Mahmoud Abbas.",https://en.wikinews.org/wiki?curid=86153,"Statement of ""joint understanding"" released after Annapolis Conference","World,Middle East,Israel,Palestine,United States,Politics and conflicts,Mahmoud Abbas,George W. Bush,Ehud Olmert,Condoleezza Rice,Hamas,West Bank,Hebron"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",26110,399,421,"Organizers said they expected thousands of demonstrators to criticize the international trade policies, which they say favors rich countries over poorer ones.",https://en.wikinews.org/wiki?curid=26110,Farmers clash amidst high security at APEC summit in South Korea,"South Korea,Asia,World,Economy and business,Politics and conflicts,APEC2005,Hu Jintao,World Trade Organization,Seoul,Korean Peninsula"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",4961,0,32,"As part of the confidence-building measures in the newly agreed ceasefire being brokered by Palestinian President Mahmoud Abbas and Israeli Prime Minister Ariel Sharon, Israel has released 500 Palestinian prisoners into Palestine.",https://en.wikinews.org/wiki?curid=4961,Five hundred Palestinian prisoners released by Israel,"Politics and conflicts,Middle East,Palestine,Israel,Mahmoud Abbas,Ariel Sharon,Palestinian National Authority,West Bank,Sharm el-Sheikh"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",143171,200,209,But we are encountering the opposite from the Palestinians.,https://en.wikinews.org/wiki?curid=143171,Clinton to Abbas: Resume peace talks with no preconditions,"Mahmoud Abbas,Hillary Clinton,Benjamin Netanyahu,Jerusalem,United States,North America,Middle East,West Bank,Israel/Palestine Conflict,Israel,Palestine"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",111249,231,255,"His message, which calls for coexistence, will continue to resonate and will eventually be heard, French Foreign Minister Bernard Kouchner said in a statement.",https://en.wikinews.org/wiki?curid=111249,Palestinian poet Mahmoud Darwish dies at age 67,"Middle East,Palestine,Culture and entertainment,Literature,Obituaries,Mahmoud Abbas,Ramallah,West Bank,Poetry"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",55036,0,37,"Led by Nizar Rayan, a senior Hamas fighter, hundreds of Palestinian refugees gathered to protect the house of the leader of a militant group in Jabaliya refugee camp in Gaza and succeeded in thwarting an Israeli attack.",https://en.wikinews.org/wiki?curid=55036,"""Civil defence"" thwarts Israeli air strike on Gaza refugee camp","Politics and conflicts,Palestine,Israel,Middle East,Mahmoud Abbas,Hamas,Palestinian Islamic Jihad"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",44506,324,340,The statement from Switzerland comes amid concern among aid agencies at the humanitarian situation in Gaza.,https://en.wikinews.org/wiki?curid=44506,Switzerland accuses Israel of breaking international law in Gaza,"Switzerland,Israel,Palestine,Politics and conflicts,Palestinian National Authority"
741,85,120,"The Haaretz had initially reported that former prime minister Mahmoud Abbas was selected by the Fatah central committee as their candidate for president, but Abbas has denied this, saying, the matter is still being discussed.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",110270,30,48,Many of the arrested are affiliated with the Islamist movement's Fatah rivals who denies responsibility for the events.,https://en.wikinews.org/wiki?curid=110270,"Six year old girl and five others killed, Hamas arrests 200 Palestinians","Disasters and accidents,Middle East,Politics and conflicts,Gaza Strip,Mahmoud Abbas,Hamas,Palestinian National Authority,Fatah,Palestine"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",140463,0,17,"The International Olympic Committee (IOC) has selected Rio de Janeiro, Brazil to host the 2016 Summer Olympics.",https://en.wikinews.org/wiki?curid=140463,Rio de Janeiro to host 2016 Olympics,"Olympics,United States,Chicago, Illinois,Tokyo,Japan,Illinois,Brazil,Spain,Rio de Janeiro,Culture and entertainment,Sports,Luiz Inácio Lula da Silva,2016 Summer Olympics"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",1255306,32,59,"The Palestinian President praised the  for its contribution to the renewal of the peace process, and added that Israel created difficulties and thwarted the American efforts.",https://en.wikinews.org/wiki?curid=1255306,Mahmoud Abbas: The Palestinians are eager to achieve peace with Israel,"Middle East,Politics and conflicts,Palestine,Kuwait,United States,Israel,Qatar,Saudi Arabia,Palestinian National Authority,Mahmoud Abbas,Benjamin Netanyahu,Arab League,Fatah"
741,0,16,Acting president Rawhi Fattuh has announced today that Palestinian elections will be held on January 9.,https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",4253,50,79,"Prime Minister Sharon pledged to end military operations against Palestinians, and President Abbas similarly said that the Palestinians will likewise end all acts of violence against Israelis....wherever they are.",https://en.wikinews.org/wiki?curid=4253,"Abbas, Sharon declare truce at Middle East summit","Politics and conflicts,Israel,Palestine,Egypt,Mahmoud Abbas,Ariel Sharon,Sharm el-Sheikh"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",4961,33,75,"The release is the largest mass release of Palestinian prisoners for nearly a decade, since the release of 800 prisoners in 1996, and comes within a package of measures agreed by the Palestinian and Israeli governments at the Egyptian resort of Sharm-el-Sheik.",https://en.wikinews.org/wiki?curid=4961,Five hundred Palestinian prisoners released by Israel,"Politics and conflicts,Middle East,Palestine,Israel,Mahmoud Abbas,Ariel Sharon,Palestinian National Authority,West Bank,Sharm el-Sheikh"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",3389,27,35,They discussed the crisis between Colombia and Venezuela.,https://en.wikinews.org/wiki?curid=3389,Brazilian President meets President of Colombia,"Brazil,Colombia,Venezuela,South America,Politics and conflicts,Hugo Chávez,Fidel Castro,Luiz Inácio Lula da Silva"
741,0,16,Acting president Rawhi Fattuh has announced today that Palestinian elections will be held on January 9.,https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",6959,77,89,Abbas himself said some senior Palestinian officials are blocking his reform efforts.,https://en.wikinews.org/wiki?curid=6959,"Palestinian security chief quits, says too little is being done to curb lawlessness","Palestine,Middle East,Politics and conflicts,Published,Fatah"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",44506,236,254,It is not the only time the Swiss government has commented in the midst of Middle Eastern turmoil.,https://en.wikinews.org/wiki?curid=44506,Switzerland accuses Israel of breaking international law in Gaza,"Switzerland,Israel,Palestine,Politics and conflicts,Palestinian National Authority"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",2833237,126,146,"And our founders, as others have said, turned to the wisdom of the Hebrew Bible for direction, guidance, and inspiration.",https://en.wikinews.org/wiki?curid=2833237,US Vice President Pence speaks to Israeli Knesset: US embassy to move to Jerusalem,"Middle East,Israel,Jerusalem,Politics and conflicts,Mike Pence,Donald Trump,Mahmoud Abbas,Knesset"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",8793,494,520,"The relationship between their countries has been particularly tense in recent weeks; several Wikinews articles, cited below, describe the ongoing Chinese protests and demonstrations against Japan.",https://en.wikinews.org/wiki?curid=8793,"Historic summit, commemoration by Asian-African leaders in Bandung","Economy and business,Politics and conflicts,Africa,Asia,Published,Manmohan Singh,Hu Jintao,Thabo Mbeki,Java,Indonesia,West Java,Nuclear proliferation,Non-Aligned Movement"
741,54,84,"New leadership could prove to be the key to revitalizing the peace process in the Middle East, as both Israel and the United States had refused to work with Arafat.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",145289,395,470,"The report advises sanctions against people and groups involved in settlement activity, and taking other measures to protest Israeli policy and to stop the harming of the Arab population, including an EU presence at Israeli court cases on house demolitions or evictions of Palestinian families when there is a risk of demolition or eviction of Palestinian families, and information sharing on violent settlers in East Jerusalem to assess whether to grant entry to the EU.",https://en.wikinews.org/wiki?curid=145289,"Israel ""illegally annexing"" east Jerusalem, EU reports","Israel,Israel/Palestine Conflict,Palestine,Politics and conflicts,European Union,Europe,Middle East,Jerusalem,West Bank,Palestinian National Authority"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",25186,32,47,The accusation was printed by the Brazilian magazine Veja in its issue circulating this week.,https://en.wikinews.org/wiki?curid=25186,"Cuban funds tied to Lula campaign, Brazilian magazine alleges","Brazil,South America,Politics and conflicts,2005 Political crisis in Brazil,Luiz Inácio Lula da Silva,Magazines"
741,17,53,"Futtuh, head of the Palestinian parliament, was sworn in hours after the death of Yasser Arafat on Thursday, and Palestinian Basic Law dictates that he may only serve up to two months before elections are held.",https://en.wikinews.org/wiki?curid=741,Palestinians to elect new president on January 9,"Palestine,Elections,Mahmoud Abbas,Yasser Arafat,Fatah,Middle East,Palestinian National Authority",89154,57,98,"Neither man issued any public statements following the meeting, but they instructed their negotiators to form working groups to discuss core issues such as the status of Jerusalem, Israel's borders with a future Palestinian state and the issue of Palestinian refugees.",https://en.wikinews.org/wiki?curid=89154,Abbas and Olmert meet before Bush visit,"Middle East,Israel,Palestine,United States,Politics and conflicts,Mahmoud Abbas,George W. Bush,Ehud Olmert,Jerusalem,West Bank"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",145197,59,78,"The volume of trade between the pair reached  in 2008, an increase of 19.5% over the prior year.",https://en.wikinews.org/wiki?curid=145197,China-EU financial relations are growing,"China,Asia,Jiangsu,Hu Jintao,Sweden,Nuclear proliferation,Nuclear weapons,Treaty of Lisbon"
736,0,37,"Hu Jintao, the President of the People's Republic of China had lunch today with the President of Brazil, Luiz Inácio Lula da Silva, at the Granja do Torto, the President's country residence in the Brazilian Federal District.",https://en.wikinews.org/wiki?curid=736,President of China lunches with Brazilian President,"Politics and conflicts,South America,Asia,Brazil,China,India,Hu Jintao,Luiz Inácio Lula da Silva,Dilma Rousseff,Petrobras",13347,600,618,Lula spoke during the encounter with the semblance of a tired and worried man affected by the crisis.,https://en.wikinews.org/wiki?curid=13347,New denunciations of Brazilian deputy and evidence make things difficult for Lula,"Politics and conflicts,South America,Brazil,2005 Political crisis in Brazil,Luiz Inácio Lula da Silva"
